# ells, tt, te, ee, bb
2.030000000000000000e+02 1.544075121225757603e-06 0.000000000000000000e+00 3.088150242451516901e-06 3.088150242451516901e-06
2.040000000000000000e+02 1.544108852981499526e-06 0.000000000000000000e+00 3.088217705963000322e-06 3.088217705963000322e-06
2.050000000000000000e+02 1.544142751114011623e-06 0.000000000000000000e+00 3.088285502228024092e-06 3.088285502228024092e-06
2.060000000000000000e+02 1.544176815632400557e-06 0.000000000000000000e+00 3.088353631264800690e-06 3.088353631264800690e-06
2.070000000000000000e+02 1.544211046545819155e-06 0.000000000000000000e+00 3.088422093091638310e-06 3.088422093091638310e-06
2.080000000000000000e+02 1.544245443863463018e-06 0.000000000000000000e+00 3.088490887726926883e-06 3.088490887726926883e-06
2.090000000000000000e+02 1.544280007594576240e-06 0.000000000000000000e+00 3.088560015189153328e-06 3.088560015189153328e-06
2.100000000000000000e+02 1.544314737748443785e-06 0.000000000000000000e+00 3.088629475496888418e-06 3.088629475496888418e-06
2.110000000000000000e+02 1.544349634334395933e-06 0.000000000000000000e+00 3.088699268668792712e-06 3.088699268668792712e-06
2.120000000000000000e+02 1.544384697361809549e-06 0.000000000000000000e+00 3.088769394723620368e-06 3.088769394723620368e-06
2.130000000000000000e+02 1.544419926840105546e-06 0.000000000000000000e+00 3.088839853680211515e-06 3.088839853680211515e-06
2.140000000000000000e+02 1.544455322778748670e-06 0.000000000000000000e+00 3.088910645557498187e-06 3.088910645557498187e-06
2.150000000000000000e+02 1.544490885187248560e-06 0.000000000000000000e+00 3.088981770374498814e-06 3.088981770374498814e-06
2.160000000000000000e+02 1.544526614075161019e-06 0.000000000000000000e+00 3.089053228150322884e-06 3.089053228150322884e-06
2.170000000000000000e+02 1.544562509452085470e-06 0.000000000000000000e+00 3.089125018904171786e-06 3.089125018904171786e-06
2.180000000000000000e+02 1.544598571327666230e-06 0.000000000000000000e+00 3.089197142655333308e-06 3.089197142655333308e-06
2.190000000000000000e+02 1.544634799711592087e-06 0.000000000000000000e+00 3.089269599423185868e-06 3.089269599423185868e-06
2.200000000000000000e+02 1.544671194613597566e-06 0.000000000000000000e+00 3.089342389227196403e-06 3.089342389227196403e-06
2.210000000000000000e+02 1.544707756043460816e-06 0.000000000000000000e+00 3.089415512086922479e-06 3.089415512086922479e-06
2.220000000000000000e+02 1.544744484011005301e-06 0.000000000000000000e+00 3.089488968022011449e-06 3.089488968022011449e-06
2.230000000000000000e+02 1.544781378526100226e-06 0.000000000000000000e+00 3.089562757052200875e-06 3.089562757052200875e-06
2.240000000000000000e+02 1.544818439598657569e-06 0.000000000000000000e+00 3.089636879197315986e-06 3.089636879197315986e-06
2.250000000000000000e+02 1.544855667238635475e-06 0.000000000000000000e+00 3.089711334477270950e-06 3.089711334477270950e-06
2.260000000000000000e+02 1.544893061456036767e-06 0.000000000000000000e+00 3.089786122912073957e-06 3.089786122912073957e-06
2.270000000000000000e+02 1.544930622260908525e-06 0.000000000000000000e+00 3.089861244521817474e-06 3.089861244521817474e-06
2.280000000000000000e+02 1.544968349663342937e-06 0.000000000000000000e+00 3.089936699326687144e-06 3.089936699326687144e-06
2.290000000000000000e+02 1.545006243673477927e-06 0.000000000000000000e+00 3.090012487346956701e-06 3.090012487346956701e-06
2.300000000000000000e+02 1.545044304301494196e-06 0.000000000000000000e+00 3.090088608602988393e-06 3.090088608602988393e-06
